Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,year
0 days 00:08:03.720000,GAS,10,0 days 00:01:20.158000,1.0,,,,,0 days 00:00:34.389000,0 days 00:00:23.283000,,0 days 00:07:40.460000,0 days 00:08:03.822000,304.0,215.0,272.0,297.0,False,nan,,True,Toro Rosso,0 days 00:06:43.395000,2018-07-01 13:12:43.611,,15.0,False,,False,False,2018
0 days 00:09:16.779000,GAS,10,0 days 00:01:13.059000,2.0,1.0,,,0 days 00:00:17.521000,0 days 00:00:33.053000,0 days 00:00:22.485000,0 days 00:08:21.241000,0 days 00:08:54.294000,0 days 00:09:16.779000,306.0,214.0,271.0,290.0,True,SUPERSOFT,1.0,True,Toro Rosso,0 days 00:08:03.720000,2018-07-01 13:14:03.936,21,14.0,False,,False,True,2018
0 days 00:10:28.223000,GAS,10,0 days 00:01:11.444000,3.0,1.0,,,0 days 00:00:17.443000,0 days 00:00:31.545000,0 days 00:00:22.456000,0 days 00:09:34.222000,0 days 00:10:05.767000,0 days 00:10:28.223000,314.0,224.0,278.0,308.0,True,SUPERSOFT,2.0,True,Toro Rosso,0 days 00:09:16.779000,2018-07-01 13:15:16.995,1,14.0,False,,False,True,2018
0 days 00:11:39.388000,GAS,10,0 days 00:01:11.165000,4.0,1.0,,,0 days 00:00:17.161000,0 days 00:00:31.737000,0 days 00:00:22.267000,0 days 00:10:45.384000,0 days 00:11:17.121000,0 days 00:11:39.388000,316.0,227.0,279.0,309.0,True,SUPERSOFT,3.0,True,Toro Rosso,0 days 00:10:28.223000,2018-07-01 13:16:28.439,1,14.0,False,,False,True,2018
0 days 00:12:51.796000,GAS,10,0 days 00:01:12.408000,5.0,1.0,,,0 days 00:00:17.333000,0 days 00:00:31.559000,0 days 00:00:23.516000,0 days 00:11:56.721000,0 days 00:12:28.280000,0 days 00:12:51.796000,310.0,228.0,256.0,303.0,False,SUPERSOFT,4.0,True,Toro Rosso,0 days 00:11:39.388000,2018-07-01 13:17:39.604,1,15.0,False,,False,True,2018
0 days 00:14:04.137000,GAS,10,0 days 00:01:12.341000,6.0,1.0,,,0 days 00:00:18.014000,0 days 00:00:32.137000,0 days 00:00:22.190000,0 days 00:13:09.810000,0 days 00:13:41.947000,0 days 00:14:04.137000,311.0,227.0,276.0,306.0,False,SUPERSOFT,5.0,True,Toro Rosso,0 days 00:12:51.796000,2018-07-01 13:18:52.012,1,15.0,False,,False,True,2018
0 days 00:15:15.151000,GAS,10,0 days 00:01:11.014000,7.0,1.0,,,0 days 00:00:17.401000,0 days 00:00:31.543000,0 days 00:00:22.070000,0 days 00:14:21.538000,0 days 00:14:53.081000,0 days 00:15:15.151000,,229.0,277.0,306.0,True,SUPERSOFT,6.0,True,Toro Rosso,0 days 00:14:04.137000,2018-07-01 13:20:04.353,1,15.0,False,,False,True,2018
0 days 00:16:26.441000,GAS,10,0 days 00:01:11.290000,8.0,1.0,,,0 days 00:00:17.577000,0 days 00:00:31.645000,0 days 00:00:22.068000,0 days 00:15:32.728000,0 days 00:16:04.373000,0 days 00:16:26.441000,309.0,228.0,279.0,307.0,False,SUPERSOFT,7.0,True,Toro Rosso,0 days 00:15:15.151000,2018-07-01 13:21:15.367,1,15.0,False,,False,True,2018
0 days 00:17:38.177000,GAS,10,0 days 00:01:11.736000,9.0,1.0,,,0 days 00:00:17.548000,0 days 00:00:32.140000,0 days 00:00:22.048000,0 days 00:16:43.989000,0 days 00:17:16.129000,0 days 00:17:38.177000,323.0,225.0,277.0,301.0,False,SUPERSOFT,8.0,True,Toro Rosso,0 days 00:16:26.441000,2018-07-01 13:22:26.657,1,15.0,False,,False,True,2018
0 days 00:18:49.346000,GAS,10,0 days 00:01:11.169000,10.0,1.0,,,0 days 00:00:17.453000,0 days 00:00:31.695000,0 days 00:00:22.021000,0 days 00:17:55.630000,0 days 00:18:27.325000,0 days 00:18:49.346000,315.0,223.0,278.0,302.0,False,SUPERSOFT,9.0,True,Toro Rosso,0 days 00:17:38.177000,2018-07-01 13:23:38.393,1,15.0,False,,False,True,2018
0 days 00:20:00.248000,GAS,10,0 days 00:01:10.902000,11.0,1.0,,,0 days 00:00:17.472000,0 days 00:00:31.442000,0 days 00:00:21.988000,0 days 00:19:06.818000,0 days 00:19:38.260000,0 days 00:20:00.248000,306.0,227.0,279.0,302.0,True,SUPERSOFT,10.0,True,Toro Rosso,0 days 00:18:49.346000,2018-07-01 13:24:49.562,1,15.0,False,,False,True,2018
0 days 00:21:11.606000,GAS,10,0 days 00:01:11.358000,12.0,1.0,,,0 days 00:00:18.045000,0 days 00:00:31.437000,0 days 00:00:21.876000,0 days 00:20:18.293000,0 days 00:20:49.730000,0 days 00:21:11.606000,320.0,223.0,272.0,310.0,False,SUPERSOFT,11.0,True,Toro Rosso,0 days 00:20:00.248000,2018-07-01 13:26:00.464,12,13.0,False,,False,True,2018
0 days 00:22:22.433000,GAS,10,0 days 00:01:10.827000,13.0,1.0,,,0 days 00:00:17.695000,0 days 00:00:31.347000,0 days 00:00:21.785000,0 days 00:21:29.301000,0 days 00:22:00.648000,0 days 00:22:22.433000,292.0,222.0,270.0,286.0,True,SUPERSOFT,12.0,True,Toro Rosso,0 days 00:21:11.606000,2018-07-01 13:27:11.822,1,13.0,False,,False,True,2018
0 days 00:23:37.583000,GAS,10,0 days 00:01:15.150000,14.0,1.0,,,0 days 00:00:17.679000,0 days 00:00:31.094000,0 days 00:00:26.377000,0 days 00:22:40.112000,0 days 00:23:11.206000,0 days 00:23:37.583000,290.0,228.0,215.0,287.0,False,SUPERSOFT,13.0,True,Toro Rosso,0 days 00:22:22.433000,2018-07-01 13:28:22.649,126,12.0,False,,False,False,2018
0 days 00:25:12.555000,GAS,10,0 days 00:01:34.972000,15.0,1.0,,0 days 00:25:09.232000,0 days 00:00:24.099000,0 days 00:00:40.553000,0 days 00:00:30.320000,0 days 00:24:01.682000,0 days 00:24:42.235000,0 days 00:25:12.555000,238.0,168.0,,189.0,False,SUPERSOFT,14.0,True,Toro Rosso,0 days 00:23:37.583000,2018-07-01 13:29:37.799,6,12.0,False,,False,False,2018
0 days 00:26:40.345000,GAS,10,0 days 00:01:27.790000,16.0,2.0,0 days 00:25:31.240000,,0 days 00:00:35.473000,0 days 00:00:30.879000,0 days 00:00:21.438000,0 days 00:25:48.028000,0 days 00:26:18.907000,0 days 00:26:40.345000,284.0,229.0,272.0,287.0,False,SOFT,1.0,True,Toro Rosso,0 days 00:25:12.555000,2018-07-01 13:31:12.771,671,15.0,False,,False,False,2018
0 days 00:27:49.709000,GAS,10,0 days 00:01:09.364000,17.0,2.0,,,0 days 00:00:17.526000,0 days 00:00:30.432000,0 days 00:00:21.406000,0 days 00:26:57.871000,0 days 00:27:28.303000,0 days 00:27:49.709000,295.0,233.0,270.0,291.0,True,SOFT,2.0,True,Toro Rosso,0 days 00:26:40.345000,2018-07-01 13:32:40.561,1,15.0,False,,False,True,2018
0 days 00:28:59.581000,GAS,10,0 days 00:01:09.872000,18.0,2.0,,,0 days 00:00:17.599000,0 days 00:00:30.793000,0 days 00:00:21.480000,0 days 00:28:07.308000,0 days 00:28:38.101000,0 days 00:28:59.581000,296.0,226.0,273.0,286.0,False,SOFT,3.0,True,Toro Rosso,0 days 00:27:49.709000,2018-07-01 13:33:49.925,1,15.0,False,,False,True,2018
0 days 00:30:09.594000,GAS,10,0 days 00:01:10.013000,19.0,2.0,,,0 days 00:00:17.608000,0 days 00:00:31.009000,0 days 00:00:21.396000,0 days 00:29:17.189000,0 days 00:29:48.198000,0 days 00:30:09.594000,295.0,231.0,272.0,285.0,False,SOFT,4.0,True,Toro Rosso,0 days 00:28:59.581000,2018-07-01 13:34:59.797,1,15.0,False,,False,True,2018
0 days 00:31:19.404000,GAS,10,0 days 00:01:09.810000,20.0,2.0,,,0 days 00:00:17.655000,0 days 00:00:30.795000,0 days 00:00:21.360000,0 days 00:30:27.249000,0 days 00:30:58.044000,0 days 00:31:19.404000,,233.0,272.0,291.0,False,SOFT,5.0,True,Toro Rosso,0 days 00:30:09.594000,2018-07-01 13:36:09.810,1,15.0,False,,False,True,2018
0 days 00:32:28.985000,GAS,10,0 days 00:01:09.581000,21.0,2.0,,,0 days 00:00:17.507000,0 days 00:00:30.656000,0 days 00:00:21.418000,0 days 00:31:36.911000,0 days 00:32:07.567000,0 days 00:32:28.985000,299.0,232.0,273.0,293.0,False,SOFT,6.0,True,Toro Rosso,0 days 00:31:19.404000,2018-07-01 13:37:19.620,1,15.0,False,,False,True,2018
0 days 00:33:38.927000,GAS,10,0 days 00:01:09.942000,22.0,2.0,,,0 days 00:00:17.538000,0 days 00:00:30.955000,0 days 00:00:21.449000,0 days 00:32:46.523000,0 days 00:33:17.478000,0 days 00:33:38.927000,,231.0,272.0,295.0,False,SOFT,7.0,True,Toro Rosso,0 days 00:32:28.985000,2018-07-01 13:38:29.201,1,15.0,False,,False,True,2018
0 days 00:34:48.819000,GAS,10,0 days 00:01:09.892000,23.0,2.0,,,0 days 00:00:17.600000,0 days 00:00:30.768000,0 days 00:00:21.524000,0 days 00:33:56.527000,0 days 00:34:27.295000,0 days 00:34:48.819000,297.0,234.0,275.0,295.0,False,SOFT,8.0,True,Toro Rosso,0 days 00:33:38.927000,2018-07-01 13:39:39.143,1,15.0,False,,False,True,2018
0 days 00:35:58.753000,GAS,10,0 days 00:01:09.934000,24.0,2.0,,,0 days 00:00:17.397000,0 days 00:00:30.850000,0 days 00:00:21.687000,0 days 00:35:06.216000,0 days 00:35:37.066000,0 days 00:35:58.753000,300.0,234.0,280.0,300.0,False,SOFT,9.0,True,Toro Rosso,0 days 00:34:48.819000,2018-07-01 13:40:49.035,1,15.0,False,,False,True,2018
0 days 00:37:08.748000,GAS,10,0 days 00:01:09.995000,25.0,2.0,,,0 days 00:00:17.078000,0 days 00:00:31.228000,0 days 00:00:21.689000,0 days 00:36:15.831000,0 days 00:36:47.059000,0 days 00:37:08.748000,325.0,230.0,273.0,324.0,False,SOFT,10.0,True,Toro Rosso,0 days 00:35:58.753000,2018-07-01 13:41:58.969,1,13.0,False,,False,True,2018
0 days 00:38:18.658000,GAS,10,0 days 00:01:09.910000,26.0,2.0,,,0 days 00:00:17.539000,0 days 00:00:30.886000,0 days 00:00:21.485000,0 days 00:37:26.287000,0 days 00:37:57.173000,0 days 00:38:18.658000,297.0,233.0,274.0,296.0,False,SOFT,11.0,True,Toro Rosso,0 days 00:37:08.748000,2018-07-01 13:43:08.964,1,13.0,False,,False,True,2018
0 days 00:39:28.194000,GAS,10,0 days 00:01:09.536000,27.0,2.0,,,0 days 00:00:17.435000,0 days 00:00:30.828000,0 days 00:00:21.273000,0 days 00:38:36.093000,0 days 00:39:06.921000,0 days 00:39:28.194000,295.0,233.0,273.0,290.0,False,SOFT,12.0,True,Toro Rosso,0 days 00:38:18.658000,2018-07-01 13:44:18.874,1,12.0,False,,False,True,2018
0 days 00:40:37.975000,GAS,10,0 days 00:01:09.781000,28.0,2.0,,,0 days 00:00:17.639000,0 days 00:00:30.912000,0 days 00:00:21.230000,0 days 00:39:45.833000,0 days 00:40:16.745000,0 days 00:40:37.975000,,234.0,274.0,294.0,False,SOFT,13.0,True,Toro Rosso,0 days 00:39:28.194000,2018-07-01 13:45:28.410,1,12.0,False,,False,True,2018
0 days 00:41:47.712000,GAS,10,0 days 00:01:09.737000,29.0,2.0,,,0 days 00:00:17.535000,0 days 00:00:30.845000,0 days 00:00:21.357000,0 days 00:40:55.510000,0 days 00:41:26.355000,0 days 00:41:47.712000,299.0,230.0,274.0,288.0,False,SOFT,14.0,True,Toro Rosso,0 days 00:40:37.975000,2018-07-01 13:46:38.191,1,12.0,False,,False,True,2018
0 days 00:42:57.419000,GAS,10,0 days 00:01:09.707000,30.0,2.0,,,0 days 00:00:17.480000,0 days 00:00:30.859000,0 days 00:00:21.368000,0 days 00:42:05.192000,0 days 00:42:36.051000,0 days 00:42:57.419000,294.0,231.0,274.0,292.0,False,SOFT,15.0,True,Toro Rosso,0 days 00:41:47.712000,2018-07-01 13:47:47.928,1,12.0,False,,False,True,2018
0 days 00:44:07.187000,GAS,10,0 days 00:01:09.768000,31.0,2.0,,,0 days 00:00:17.470000,0 days 00:00:30.924000,0 days 00:00:21.374000,0 days 00:43:14.889000,0 days 00:43:45.813000,0 days 00:44:07.187000,293.0,231.0,273.0,288.0,False,SOFT,16.0,True,Toro Rosso,0 days 00:42:57.419000,2018-07-01 13:48:57.635,1,12.0,False,,False,True,2018
0 days 00:45:17.070000,GAS,10,0 days 00:01:09.883000,32.0,2.0,,,0 days 00:00:17.531000,0 days 00:00:30.978000,0 days 00:00:21.374000,0 days 00:44:24.718000,0 days 00:44:55.696000,0 days 00:45:17.070000,,229.0,272.0,289.0,False,SOFT,17.0,True,Toro Rosso,0 days 00:44:07.187000,2018-07-01 13:50:07.403,1,12.0,False,,False,True,2018
0 days 00:46:26.913000,GAS,10,0 days 00:01:09.843000,33.0,2.0,,,0 days 00:00:17.607000,0 days 00:00:30.959000,0 days 00:00:21.277000,0 days 00:45:34.677000,0 days 00:46:05.636000,0 days 00:46:26.913000,290.0,227.0,273.0,290.0,False,SOFT,18.0,True,Toro Rosso,0 days 00:45:17.070000,2018-07-01 13:51:17.286,1,12.0,False,,False,True,2018
0 days 00:47:37.192000,GAS,10,0 days 00:01:10.279000,34.0,2.0,,,0 days 00:00:17.496000,0 days 00:00:30.989000,0 days 00:00:21.794000,0 days 00:46:44.409000,0 days 00:47:15.398000,0 days 00:47:37.192000,296.0,231.0,275.0,291.0,False,SOFT,19.0,True,Toro Rosso,0 days 00:46:26.913000,2018-07-01 13:52:27.129,1,11.0,False,,False,True,2018
0 days 00:48:47.213000,GAS,10,0 days 00:01:10.021000,35.0,2.0,,,0 days 00:00:17.429000,0 days 00:00:31.128000,0 days 00:00:21.464000,0 days 00:47:54.621000,0 days 00:48:25.749000,0 days 00:48:47.213000,302.0,227.0,271.0,293.0,False,SOFT,20.0,True,Toro Rosso,0 days 00:47:37.192000,2018-07-01 13:53:37.408,1,11.0,False,,False,True,2018
0 days 00:49:56.948000,GAS,10,0 days 00:01:09.735000,36.0,2.0,,,0 days 00:00:17.525000,0 days 00:00:30.829000,0 days 00:00:21.381000,0 days 00:49:04.738000,0 days 00:49:35.567000,0 days 00:49:56.948000,296.0,231.0,273.0,293.0,False,SOFT,21.0,True,Toro Rosso,0 days 00:48:47.213000,2018-07-01 13:54:47.429,1,11.0,False,,False,True,2018
0 days 00:51:06.480000,GAS,10,0 days 00:01:09.532000,37.0,2.0,,,0 days 00:00:17.492000,0 days 00:00:30.844000,0 days 00:00:21.196000,0 days 00:50:14.440000,0 days 00:50:45.284000,0 days 00:51:06.480000,,233.0,275.0,293.0,False,SOFT,22.0,True,Toro Rosso,0 days 00:49:56.948000,2018-07-01 13:55:57.164,1,11.0,False,,False,True,2018
0 days 00:52:15.775000,GAS,10,0 days 00:01:09.295000,38.0,2.0,,,0 days 00:00:17.414000,0 days 00:00:30.690000,0 days 00:00:21.191000,0 days 00:51:23.894000,0 days 00:51:54.584000,0 days 00:52:15.775000,290.0,232.0,275.0,292.0,True,SOFT,23.0,True,Toro Rosso,0 days 00:51:06.480000,2018-07-01 13:57:06.696,1,11.0,False,,False,True,2018
0 days 00:53:25.357000,GAS,10,0 days 00:01:09.582000,39.0,2.0,,,0 days 00:00:17.466000,0 days 00:00:30.760000,0 days 00:00:21.356000,0 days 00:52:33.241000,0 days 00:53:04.001000,0 days 00:53:25.357000,293.0,225.0,273.0,294.0,False,SOFT,24.0,True,Toro Rosso,0 days 00:52:15.775000,2018-07-01 13:58:15.991,1,11.0,False,,False,True,2018
0 days 00:54:34.816000,GAS,10,0 days 00:01:09.459000,40.0,2.0,,,0 days 00:00:17.407000,0 days 00:00:30.776000,0 days 00:00:21.276000,0 days 00:53:42.764000,0 days 00:54:13.540000,0 days 00:54:34.816000,294.0,232.0,273.0,292.0,False,SOFT,25.0,True,Toro Rosso,0 days 00:53:25.357000,2018-07-01 13:59:25.573,1,11.0,False,,False,True,2018
0 days 00:55:44.359000,GAS,10,0 days 00:01:09.543000,41.0,2.0,,,0 days 00:00:17.571000,0 days 00:00:30.748000,0 days 00:00:21.224000,0 days 00:54:52.387000,0 days 00:55:23.135000,0 days 00:55:44.359000,297.0,233.0,274.0,291.0,False,SOFT,26.0,True,Toro Rosso,0 days 00:54:34.816000,2018-07-01 14:00:35.032,1,11.0,False,,False,True,2018
0 days 00:56:53.885000,GAS,10,0 days 00:01:09.526000,42.0,2.0,,,0 days 00:00:17.475000,0 days 00:00:30.768000,0 days 00:00:21.283000,0 days 00:56:01.834000,0 days 00:56:32.602000,0 days 00:56:53.885000,296.0,229.0,274.0,290.0,False,SOFT,27.0,True,Toro Rosso,0 days 00:55:44.359000,2018-07-01 14:01:44.575,1,11.0,False,,False,True,2018
0 days 00:58:03.814000,GAS,10,0 days 00:01:09.929000,43.0,2.0,,,0 days 00:00:17.456000,0 days 00:00:31.016000,0 days 00:00:21.457000,0 days 00:57:11.341000,0 days 00:57:42.357000,0 days 00:58:03.814000,,233.0,251.0,286.0,False,SOFT,28.0,True,Toro Rosso,0 days 00:56:53.885000,2018-07-01 14:02:54.101,1,11.0,False,,False,True,2018
0 days 00:59:14.603000,GAS,10,0 days 00:01:10.789000,44.0,2.0,,,0 days 00:00:18.256000,0 days 00:00:31.022000,0 days 00:00:21.511000,0 days 00:58:22.070000,0 days 00:58:53.092000,0 days 00:59:14.603000,317.0,234.0,273.0,312.0,False,SOFT,29.0,True,Toro Rosso,0 days 00:58:03.814000,2018-07-01 14:04:04.030,1,11.0,False,,False,True,2018
0 days 01:00:24.184000,GAS,10,0 days 00:01:09.581000,45.0,2.0,,,0 days 00:00:17.484000,0 days 00:00:30.740000,0 days 00:00:21.357000,0 days 00:59:32.087000,0 days 01:00:02.827000,0 days 01:00:24.184000,297.0,232.0,272.0,294.0,False,SOFT,30.0,True,Toro Rosso,0 days 00:59:14.603000,2018-07-01 14:05:14.819,1,11.0,False,,False,True,2018
0 days 01:01:33.607000,GAS,10,0 days 00:01:09.423000,46.0,2.0,,,0 days 00:00:17.434000,0 days 00:00:30.695000,0 days 00:00:21.294000,0 days 01:00:41.618000,0 days 01:01:12.313000,0 days 01:01:33.607000,298.0,232.0,272.0,294.0,False,SOFT,31.0,True,Toro Rosso,0 days 01:00:24.184000,2018-07-01 14:06:24.400,1,10.0,False,,False,True,2018
0 days 01:02:43.558000,GAS,10,0 days 00:01:09.951000,47.0,2.0,,,0 days 00:00:17.521000,0 days 00:00:30.931000,0 days 00:00:21.499000,0 days 01:01:51.128000,0 days 01:02:22.059000,0 days 01:02:43.558000,293.0,233.0,272.0,289.0,False,SOFT,32.0,True,Toro Rosso,0 days 01:01:33.607000,2018-07-01 14:07:33.823,1,10.0,False,,False,True,2018
0 days 01:03:55.339000,GAS,10,0 days 00:01:11.781000,48.0,2.0,,,0 days 00:00:17.739000,0 days 00:00:31.584000,0 days 00:00:22.458000,0 days 01:03:01.297000,0 days 01:03:32.881000,0 days 01:03:55.339000,235.0,232.0,277.0,304.0,False,SOFT,33.0,True,Toro Rosso,0 days 01:02:43.558000,2018-07-01 14:08:43.774,1,10.0,False,,False,True,2018
0 days 01:05:06.200000,GAS,10,0 days 00:01:10.861000,49.0,2.0,,,0 days 00:00:18.362000,0 days 00:00:31.021000,0 days 00:00:21.478000,0 days 01:04:13.701000,0 days 01:04:44.722000,0 days 01:05:06.200000,304.0,234.0,273.0,308.0,False,SOFT,34.0,True,Toro Rosso,0 days 01:03:55.339000,2018-07-01 14:09:55.555,1,10.0,False,,False,True,2018
0 days 01:06:16.042000,GAS,10,0 days 00:01:09.842000,50.0,2.0,,,0 days 00:00:17.520000,0 days 00:00:30.980000,0 days 00:00:21.342000,0 days 01:05:23.720000,0 days 01:05:54.700000,0 days 01:06:16.042000,295.0,233.0,274.0,293.0,False,SOFT,35.0,True,Toro Rosso,0 days 01:05:06.200000,2018-07-01 14:11:06.416,1,10.0,False,,False,True,2018
0 days 01:07:25.670000,GAS,10,0 days 00:01:09.628000,51.0,2.0,,,0 days 00:00:17.546000,0 days 00:00:30.810000,0 days 00:00:21.272000,0 days 01:06:33.588000,0 days 01:07:04.398000,0 days 01:07:25.670000,293.0,232.0,274.0,295.0,False,SOFT,36.0,True,Toro Rosso,0 days 01:06:16.042000,2018-07-01 14:12:16.258,1,10.0,False,,False,True,2018
0 days 01:08:35.323000,GAS,10,0 days 00:01:09.653000,52.0,2.0,,,0 days 00:00:17.437000,0 days 00:00:30.863000,0 days 00:00:21.353000,0 days 01:07:43.107000,0 days 01:08:13.970000,0 days 01:08:35.323000,295.0,232.0,273.0,289.0,False,SOFT,37.0,True,Toro Rosso,0 days 01:07:25.670000,2018-07-01 14:13:25.886,1,10.0,False,,False,True,2018
0 days 01:09:45.316000,GAS,10,0 days 00:01:09.993000,53.0,2.0,,,0 days 00:00:17.472000,0 days 00:00:31.109000,0 days 00:00:21.412000,0 days 01:08:52.795000,0 days 01:09:23.904000,0 days 01:09:45.316000,292.0,233.0,275.0,287.0,False,SOFT,38.0,True,Toro Rosso,0 days 01:08:35.323000,2018-07-01 14:14:35.539,12,10.0,False,,False,True,2018
0 days 01:10:55.246000,GAS,10,0 days 00:01:09.930000,54.0,2.0,,,0 days 00:00:17.659000,0 days 00:00:30.957000,0 days 00:00:21.314000,0 days 01:10:02.975000,0 days 01:10:33.932000,0 days 01:10:55.246000,,234.0,273.0,287.0,False,SOFT,39.0,True,Toro Rosso,0 days 01:09:45.316000,2018-07-01 14:15:45.532,21,9.0,False,,False,True,2018
0 days 01:12:04.891000,GAS,10,0 days 00:01:09.645000,55.0,2.0,,,0 days 00:00:17.482000,0 days 00:00:30.908000,0 days 00:00:21.255000,0 days 01:11:12.728000,0 days 01:11:43.636000,0 days 01:12:04.891000,295.0,232.0,275.0,288.0,False,SOFT,40.0,True,Toro Rosso,0 days 01:10:55.246000,2018-07-01 14:16:55.462,21,9.0,False,,False,True,2018
0 days 01:13:14.619000,GAS,10,0 days 00:01:09.728000,56.0,2.0,,,0 days 00:00:17.438000,0 days 00:00:30.975000,0 days 00:00:21.315000,0 days 01:12:22.329000,0 days 01:12:53.304000,0 days 01:13:14.619000,292.0,233.0,274.0,290.0,False,SOFT,41.0,True,Toro Rosso,0 days 01:12:04.891000,2018-07-01 14:18:05.107,21,9.0,False,,False,True,2018
0 days 01:14:24.135000,GAS,10,0 days 00:01:09.516000,57.0,2.0,,,0 days 00:00:17.464000,0 days 00:00:30.879000,0 days 00:00:21.173000,0 days 01:13:32.083000,0 days 01:14:02.962000,0 days 01:14:24.135000,298.0,234.0,274.0,289.0,False,SOFT,42.0,True,Toro Rosso,0 days 01:13:14.619000,2018-07-01 14:19:14.835,1,9.0,False,,False,True,2018
0 days 01:15:33.719000,GAS,10,0 days 00:01:09.584000,58.0,2.0,,,0 days 00:00:17.464000,0 days 00:00:30.864000,0 days 00:00:21.256000,,0 days 01:15:12.463000,0 days 01:15:33.719000,297.0,234.0,274.0,290.0,False,SOFT,43.0,True,Toro Rosso,0 days 01:14:24.135000,2018-07-01 14:20:24.351,1,9.0,False,,False,True,2018
0 days 01:16:44.524000,GAS,10,0 days 00:01:10.805000,59.0,2.0,,,0 days 00:00:17.462000,0 days 00:00:31.921000,0 days 00:00:21.422000,0 days 01:15:51.181000,0 days 01:16:23.102000,0 days 01:16:44.524000,,233.0,274.0,307.0,False,SOFT,44.0,True,Toro Rosso,0 days 01:15:33.719000,2018-07-01 14:21:33.935,1,9.0,False,,False,True,2018
0 days 01:17:54.174000,GAS,10,0 days 00:01:09.650000,60.0,2.0,,,0 days 00:00:17.487000,0 days 00:00:30.918000,0 days 00:00:21.245000,0 days 01:17:02.011000,0 days 01:17:32.929000,0 days 01:17:54.174000,,232.0,274.0,291.0,False,SOFT,45.0,True,Toro Rosso,0 days 01:16:44.524000,2018-07-01 14:22:44.740,1,9.0,False,,False,True,2018
0 days 01:19:04.186000,GAS,10,0 days 00:01:10.012000,61.0,2.0,,,0 days 00:00:17.509000,0 days 00:00:31.256000,0 days 00:00:21.247000,0 days 01:18:11.683000,0 days 01:18:42.939000,0 days 01:19:04.186000,,234.0,274.0,295.0,False,SOFT,46.0,True,Toro Rosso,0 days 01:17:54.174000,2018-07-01 14:23:54.390,1,9.0,False,,False,True,2018
0 days 01:20:14.770000,GAS,10,0 days 00:01:10.584000,62.0,2.0,,,0 days 00:00:17.474000,0 days 00:00:31.594000,0 days 00:00:21.516000,0 days 01:19:21.660000,0 days 01:19:53.254000,0 days 01:20:14.770000,295.0,226.0,273.0,293.0,False,SOFT,47.0,True,Toro Rosso,0 days 01:19:04.186000,2018-07-01 14:25:04.402,12,9.0,False,,False,True,2018
0 days 01:21:25.615000,GAS,10,0 days 00:01:10.845000,63.0,2.0,,,0 days 00:00:17.495000,0 days 00:00:31.952000,0 days 00:00:21.398000,0 days 01:20:32.265000,0 days 01:21:04.217000,0 days 01:21:25.615000,298.0,224.0,273.0,294.0,False,SOFT,48.0,True,Toro Rosso,0 days 01:20:14.770000,2018-07-01 14:26:14.986,12,8.0,False,,False,True,2018
0 days 01:22:36.632000,GAS,10,0 days 00:01:11.017000,64.0,2.0,,,0 days 00:00:17.496000,0 days 00:00:32,0 days 00:00:21.521000,0 days 01:21:43.111000,0 days 01:22:15.111000,0 days 01:22:36.632000,300.0,220.0,277.0,293.0,False,SOFT,49.0,True,Toro Rosso,0 days 01:21:25.615000,2018-07-01 14:27:25.831,1,9.0,False,,False,True,2018
0 days 01:23:49.082000,GAS,10,0 days 00:01:12.450000,65.0,2.0,,,0 days 00:00:17.346000,0 days 00:00:32.982000,0 days 00:00:22.122000,0 days 01:22:53.978000,0 days 01:23:26.960000,0 days 01:23:49.082000,304.0,221.0,275.0,293.0,False,SOFT,50.0,True,Toro Rosso,0 days 01:22:36.632000,2018-07-01 14:28:36.848,1,11.0,False,,False,True,2018
0 days 01:24:59.526000,GAS,10,0 days 00:01:10.444000,66.0,2.0,,,0 days 00:00:17.545000,0 days 00:00:31.312000,0 days 00:00:21.587000,0 days 01:24:06.627000,0 days 01:24:37.939000,0 days 01:24:59.526000,306.0,226.0,274.0,297.0,False,SOFT,51.0,True,Toro Rosso,0 days 01:23:49.082000,2018-07-01 14:29:49.298,1,11.0,False,,False,True,2018
0 days 01:26:09.842000,GAS,10,0 days 00:01:10.316000,67.0,2.0,,,0 days 00:00:17.487000,0 days 00:00:31.206000,0 days 00:00:21.623000,0 days 01:25:17.013000,0 days 01:25:48.219000,0 days 01:26:09.842000,297.0,233.0,273.0,292.0,False,SOFT,52.0,True,Toro Rosso,0 days 01:24:59.526000,2018-07-01 14:30:59.742,1,11.0,False,,False,True,2018
0 days 01:27:20.048000,GAS,10,0 days 00:01:10.206000,68.0,2.0,,,0 days 00:00:17.548000,0 days 00:00:31.037000,0 days 00:00:21.621000,0 days 01:26:27.390000,0 days 01:26:58.427000,0 days 01:27:20.048000,295.0,236.0,273.0,292.0,False,SOFT,53.0,True,Toro Rosso,0 days 01:26:09.842000,2018-07-01 14:32:10.058,1,11.0,False,,False,True,2018
