DriverNumber,LapNumber,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Deleted,year,LapTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s,Sector1SessionTime_s,Sector2SessionTime_s,Sector3SessionTime_s,LapStartTime_s,PitInTime_s,PitOutTime_s,LapStartDate_s
4,29.0,2.0,0.0,231.0,274.0,294.0,0,5,9.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.542000,0 days 00:00:30.871000,0 days 00:00:21.081000,0 days 01:46:17.407000,0 days 01:46:48.278000,0 days 01:47:09.359000,6.9e-08,17.542,30.871,21.081,6377.407,6408.278,6429.359,6359.831,0.0,0.0,0.0
4,30.0,2.0,0.0,231.0,274.0,294.0,0,5,10.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.548000,0 days 00:00:30.936000,0 days 00:00:21.157000,0 days 01:47:26.907000,0 days 01:47:57.843000,0 days 01:48:19,6.9e-08,17.548,30.936,21.157,6446.907,6477.843,6499.0,6429.325,0.0,0.0,0.0
4,31.0,2.0,298.0,232.0,274.0,294.0,0,5,11.0,1,3,12,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.463000,0 days 00:00:31.037000,0 days 00:00:21.046000,0 days 01:48:36.463000,0 days 01:49:07.500000,0 days 01:49:28.546000,6.9e-08,17.463,31.037,21.046,6516.463,6547.5,6568.546,6498.966,0.0,0.0,0.0
4,32.0,2.0,0.0,230.0,273.0,291.0,0,5,12.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.531000,0 days 00:00:30.962000,0 days 00:00:21.053000,0 days 01:49:46.077000,0 days 01:50:17.039000,0 days 01:50:38.092000,6.9e-08,17.531,30.962,21.053,6586.077,6617.039,6638.092,6568.512,0.0,0.0,0.0
4,33.0,2.0,0.0,230.0,275.0,294.0,0,5,13.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.616000,0 days 00:00:30.963000,0 days 00:00:21.023000,0 days 01:50:55.708000,0 days 01:51:26.671000,0 days 01:51:47.694000,6.9e-08,17.616,30.963,21.023,6655.708,6686.671,6707.694,6638.058,0.0,0.0,0.0
4,34.0,2.0,299.0,232.0,274.0,293.0,0,5,14.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.596000,0 days 00:00:30.969000,0 days 00:00:20.996000,0 days 01:52:05.290000,0 days 01:52:36.259000,0 days 01:52:57.255000,6.9e-08,17.596,30.969,20.996,6725.29,6756.259,6777.255,6707.66,0.0,0.0,0.0
4,35.0,2.0,0.0,231.0,273.0,296.0,0,5,15.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.509000,0 days 00:00:30.853000,0 days 00:00:21.015000,0 days 01:53:14.764000,0 days 01:53:45.617000,0 days 01:54:06.632000,6.9e-08,17.509,30.853,21.015,6794.764,6825.617,6846.632,6777.221,0.0,0.0,0.0
4,36.0,2.0,298.0,232.0,274.0,296.0,1,5,16.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.544000,0 days 00:00:30.863000,0 days 00:00:20.902000,0 days 01:54:24.176000,0 days 01:54:55.039000,0 days 01:55:15.941000,6.9e-08,17.544,30.863,20.902,6864.176,6895.039,6915.941,6846.598,0.0,0.0,0.0
4,37.0,2.0,299.0,232.0,274.0,298.0,0,5,17.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.527000,0 days 00:00:31.014000,0 days 00:00:21.238000,0 days 01:55:33.468000,0 days 01:56:04.482000,0 days 01:56:25.720000,6.9e-08,17.527,31.014,21.238,6933.468,6964.482,6985.72,6915.907,0.0,0.0,0.0
4,38.0,2.0,294.0,229.0,275.0,295.0,0,5,18.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.485000,0 days 00:00:31.040000,0 days 00:00:21.198000,0 days 01:56:43.205000,0 days 01:57:14.245000,0 days 01:57:35.443000,6.9e-08,17.485,31.04,21.198,7003.205,7034.245,7055.443,6985.686,0.0,0.0,0.0
4,39.0,2.0,300.0,233.0,275.0,298.0,0,5,19.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.570000,0 days 00:00:31.061000,0 days 00:00:21.324000,0 days 01:57:53.013000,0 days 01:58:24.074000,0 days 01:58:45.398000,6.9e-08,17.57,31.061,21.324,7073.013,7104.074,7125.398,7055.409,0.0,0.0,0.0
4,40.0,2.0,304.0,227.0,279.0,301.0,0,5,20.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.507000,0 days 00:00:31.186000,0 days 00:00:21.989000,0 days 01:59:02.905000,0 days 01:59:34.091000,0 days 01:59:56.080000,7e-08,17.507,31.186,21.989,7142.905,7174.091,7196.08,7125.364,0.0,0.0,0.0
4,41.0,2.0,301.0,229.0,274.0,296.0,0,5,21.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.404000,0 days 00:00:31.223000,0 days 00:00:21.272000,0 days 02:00:13.484000,0 days 02:00:44.707000,0 days 02:01:05.979000,6.9e-08,17.404,31.223,21.272,7213.484,7244.707,7265.979,7196.046,0.0,0.0,0.0
4,42.0,2.0,299.0,231.0,275.0,295.0,0,5,22.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.655000,0 days 00:00:31.137000,0 days 00:00:21.016000,0 days 02:01:23.634000,0 days 02:01:54.771000,0 days 02:02:15.787000,6.9e-08,17.655,31.137,21.016,7283.634,7314.771,7335.787,7265.945,0.0,0.0,0.0
4,43.0,2.0,298.0,231.0,273.0,297.0,0,5,23.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.549000,0 days 00:00:31.041000,0 days 00:00:21.048000,0 days 02:02:33.336000,0 days 02:03:04.377000,0 days 02:03:25.425000,6.9e-08,17.549,31.041,21.048,7353.336,7384.377,7405.425,7335.753,0.0,0.0,0.0
4,44.0,2.0,300.0,233.0,275.0,296.0,0,5,24.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.509000,0 days 00:00:31.023000,0 days 00:00:21.109000,0 days 02:03:42.934000,0 days 02:04:13.957000,0 days 02:04:35.066000,6.9e-08,17.509,31.023,21.109,7422.934,7453.957,7475.066,7405.391,0.0,0.0,0.0
4,45.0,2.0,295.0,228.0,274.0,290.0,0,5,25.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.594000,0 days 00:00:31.277000,0 days 00:00:21.173000,0 days 02:04:52.660000,0 days 02:05:23.937000,0 days 02:05:45.110000,7e-08,17.594,31.277,21.173,7492.66,7523.937,7545.11,7475.032,0.0,0.0,0.0
4,46.0,2.0,300.0,231.0,274.0,296.0,0,5,26.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.486000,0 days 00:00:31.112000,0 days 00:00:21.079000,0 days 02:06:02.596000,0 days 02:06:33.708000,0 days 02:06:54.787000,6.9e-08,17.486,31.112,21.079,7562.596,7593.708,7614.787,7545.076,0.0,0.0,0.0
4,47.0,2.0,0.0,231.0,274.0,298.0,0,5,27.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.555000,0 days 00:00:31.207000,0 days 00:00:21.208000,0 days 02:07:12.342000,0 days 02:07:43.549000,0 days 02:08:04.757000,6.9e-08,17.555,31.207,21.208,7632.342,7663.549,7684.757,7614.753,0.0,0.0,0.0
4,48.0,2.0,301.0,234.0,273.0,298.0,0,5,28.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.556000,0 days 00:00:31.125000,0 days 00:00:21.392000,0 days 02:08:22.313000,0 days 02:08:53.438000,0 days 02:09:14.830000,7e-08,17.556,31.125,21.392,7702.313,7733.438,7754.83,7684.723,0.0,0.0,0.0
4,49.0,2.0,0.0,232.0,275.0,297.0,0,5,29.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.540000,0 days 00:00:31.212000,0 days 00:00:21.320000,0 days 02:09:32.370000,0 days 02:10:03.582000,0 days 02:10:24.902000,7e-08,17.54,31.212,21.32,7772.37,7803.582,7824.902,7754.796,0.0,0.0,0.0
4,50.0,2.0,300.0,228.0,275.0,298.0,0,5,30.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.596000,0 days 00:00:31.329000,0 days 00:00:21.296000,0 days 02:10:42.498000,0 days 02:11:13.827000,0 days 02:11:35.123000,7e-08,17.596,31.329,21.296,7842.498,7873.827,7895.123,7824.868,0.0,0.0,0.0
4,51.0,2.0,301.0,230.0,275.0,299.0,0,5,31.0,1,3,1,1.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.595000,0 days 00:00:31.337000,0 days 00:00:21.360000,0 days 02:11:52.718000,0 days 02:12:24.055000,0 days 02:12:45.415000,7e-08,17.595,31.337,21.36,7912.718,7944.055,7965.415,7895.089,0.0,0.0,0.0
4,52.0,2.0,298.0,226.0,0.0,299.0,0,5,32.0,1,3,1,2.0,0,2025,0 days 00:00:00.000000073,0 days 00:00:17.582000,0 days 00:00:31.453000,0 days 00:00:24.917000,0 days 02:13:02.997000,0 days 02:13:34.450000,0 days 02:13:59.367000,7.3e-08,17.582,31.453,24.917,7982.997,8014.45,8039.367,7965.381,8036.072,0.0,0.0
4,53.0,3.0,299.0,234.0,276.0,295.0,0,4,1.0,1,3,1,2.0,0,2025,0 days 00:00:00.000000086,0 days 00:00:34.475000,0 days 00:00:30.674000,0 days 00:00:20.976000,0 days 02:14:33.842000,0 days 02:15:04.516000,0 days 02:15:25.492000,8.6e-08,34.475,30.674,20.976,8073.842,8104.516,8125.492,8039.333,0.0,8057.43,0.0
