DriverNumber,LapNumber,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Deleted,year,LapTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s,Sector1SessionTime_s,Sector2SessionTime_s,Sector3SessionTime_s,LapStartTime_s,PitInTime_s,PitOutTime_s,LapStartDate_s
44,13.0,1.0,293.0,222.0,272.0,294.0,0,4,13.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.766000,0 days 00:00:31.430000,0 days 00:00:21.518000,0 days 01:27:21.212000,0 days 01:27:52.642000,0 days 01:28:14.160000,7e-08,17.766,31.43,21.518,5241.212,5272.642,5294.16,5223.428,0.0,0.0,0.0
44,14.0,1.0,298.0,222.0,271.0,296.0,0,4,14.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.704000,0 days 00:00:31.331000,0 days 00:00:21.666000,0 days 01:28:31.864000,0 days 01:29:03.195000,0 days 01:29:24.861000,7e-08,17.704,31.331,21.666,5311.864,5343.195,5364.861,5294.142,0.0,0.0,0.0
44,15.0,1.0,296.0,222.0,271.0,293.0,0,4,15.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.694000,0 days 00:00:31.471000,0 days 00:00:21.552000,0 days 01:29:42.555000,0 days 01:30:14.026000,0 days 01:30:35.578000,7e-08,17.694,31.471,21.552,5382.555,5414.026,5435.578,5364.843,0.0,0.0,0.0
44,16.0,1.0,0.0,222.0,271.0,294.0,0,4,16.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.725000,0 days 00:00:31.641000,0 days 00:00:21.643000,0 days 01:30:53.303000,0 days 01:31:24.944000,0 days 01:31:46.587000,7.1e-08,17.725,31.641,21.643,5453.303,5484.944,5506.587,5435.56,0.0,0.0,0.0
44,17.0,1.0,298.0,222.0,272.0,294.0,0,4,17.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.785000,0 days 00:00:31.619000,0 days 00:00:21.660000,0 days 01:32:04.372000,0 days 01:32:35.991000,0 days 01:32:57.651000,7.1e-08,17.785,31.619,21.66,5524.372,5555.991,5577.651,5506.569,0.0,0.0,0.0
44,18.0,1.0,297.0,221.0,272.0,292.0,0,4,18.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.809000,0 days 00:00:31.636000,0 days 00:00:21.607000,0 days 01:33:15.460000,0 days 01:33:47.096000,0 days 01:34:08.703000,7.1e-08,17.809,31.636,21.607,5595.46,5627.096,5648.703,5577.633,0.0,0.0,0.0
44,19.0,1.0,299.0,222.0,273.0,294.0,0,4,19.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.659000,0 days 00:00:31.590000,0 days 00:00:21.562000,0 days 01:34:26.362000,0 days 01:34:57.952000,0 days 01:35:19.514000,7e-08,17.659,31.59,21.562,5666.362,5697.952,5719.514,5648.685,0.0,0.0,0.0
44,20.0,1.0,295.0,220.0,272.0,292.0,0,4,20.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.756000,0 days 00:00:31.523000,0 days 00:00:21.663000,0 days 01:35:37.270000,0 days 01:36:08.793000,0 days 01:36:30.456000,7e-08,17.756,31.523,21.663,5737.27,5768.793,5790.456,5719.496,0.0,0.0,0.0
44,21.0,1.0,300.0,213.0,271.0,297.0,0,4,21.0,1,10,1,3.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.704000,0 days 00:00:32.107000,0 days 00:00:21.917000,0 days 01:36:48.160000,0 days 01:37:20.267000,0 days 01:37:42.184000,7.1e-08,17.704,32.107,21.917,5808.16,5840.267,5862.184,5790.438,0.0,0.0,0.0
44,22.0,1.0,298.0,222.0,271.0,296.0,0,4,22.0,1,10,1,3.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.715000,0 days 00:00:31.620000,0 days 00:00:21.735000,0 days 01:37:59.899000,0 days 01:38:31.519000,0 days 01:38:53.254000,7.1e-08,17.715,31.62,21.735,5879.899,5911.519,5933.254,5862.166,0.0,0.0,0.0
44,23.0,1.0,297.0,220.0,271.0,293.0,0,4,23.0,1,10,1,3.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.757000,0 days 00:00:31.745000,0 days 00:00:21.875000,0 days 01:39:11.011000,0 days 01:39:42.756000,0 days 01:40:04.631000,7.1e-08,17.757,31.745,21.875,5951.011,5982.756,6004.631,5933.236,0.0,0.0,0.0
44,24.0,1.0,300.0,217.0,271.0,297.0,0,4,24.0,1,10,1,3.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.764000,0 days 00:00:31.688000,0 days 00:00:21.680000,0 days 01:40:22.395000,0 days 01:40:54.083000,0 days 01:41:15.763000,7.1e-08,17.764,31.688,21.68,6022.395,6054.083,6075.763,6004.613,0.0,0.0,0.0
44,25.0,1.0,295.0,221.0,269.0,294.0,0,4,25.0,1,10,1,1.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.936000,0 days 00:00:31.884000,0 days 00:00:21.768000,0 days 01:41:33.699000,0 days 01:42:05.583000,0 days 01:42:27.351000,7.1e-08,17.936,31.884,21.768,6093.699,6125.583,6147.351,6075.745,0.0,0.0,0.0
44,26.0,1.0,297.0,219.0,0.0,295.0,0,4,26.0,1,10,1,2.0,0,2025,0 days 00:00:00.000000074,0 days 00:00:17.816000,0 days 00:00:31.753000,0 days 00:00:24.945000,0 days 01:42:45.167000,0 days 01:43:16.920000,0 days 01:43:41.865000,7.4e-08,17.816,31.753,24.945,6165.167,6196.92,6221.865,6147.333,6218.541,0.0,0.0
44,27.0,2.0,295.0,223.0,273.0,291.0,0,5,1.0,1,10,1,6.0,0,2025,0 days 00:00:00.000000087,0 days 00:00:34.105000,0 days 00:00:31.377000,0 days 00:00:21.545000,0 days 01:44:15.970000,0 days 01:44:47.347000,0 days 01:45:08.892000,8.7e-08,34.105,31.377,21.545,6255.97,6287.347,6308.892,6221.847,0.0,6239.861,0.0
44,28.0,2.0,302.0,224.0,281.0,294.0,0,5,2.0,1,10,1,6.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.453000,0 days 00:00:31.127000,0 days 00:00:21.650000,0 days 01:45:26.345000,0 days 01:45:57.472000,0 days 01:46:19.122000,7e-08,17.453,31.127,21.65,6326.345,6357.472,6379.122,6308.874,0.0,0.0,0.0
44,29.0,2.0,315.0,229.0,273.0,310.0,0,5,3.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.791000,0 days 00:00:31.393000,0 days 00:00:21.469000,0 days 01:46:36.913000,0 days 01:47:08.306000,0 days 01:47:29.775000,7e-08,17.791,31.393,21.469,6396.913,6428.306,6449.775,6379.104,0.0,0.0,0.0
44,30.0,2.0,296.0,226.0,273.0,296.0,0,5,4.0,1,10,12,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.511000,0 days 00:00:31.219000,0 days 00:00:21.445000,0 days 01:47:47.286000,0 days 01:48:18.505000,0 days 01:48:39.950000,7e-08,17.511,31.219,21.445,6467.286,6498.505,6519.95,6449.757,0.0,0.0,0.0
44,31.0,2.0,0.0,225.0,274.0,292.0,1,5,5.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.584000,0 days 00:00:31.177000,0 days 00:00:21.218000,0 days 01:48:57.534000,0 days 01:49:28.711000,0 days 01:49:49.929000,6.9e-08,17.584,31.177,21.218,6537.534,6568.711,6589.929,6519.932,0.0,0.0,0.0
44,32.0,2.0,293.0,226.0,275.0,291.0,1,5,6.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.627000,0 days 00:00:31.227000,0 days 00:00:21.079000,0 days 01:50:07.556000,0 days 01:50:38.783000,0 days 01:50:59.862000,6.9e-08,17.627,31.227,21.079,6607.556,6638.783,6659.862,6589.911,0.0,0.0,0.0
44,33.0,2.0,294.0,226.0,273.0,292.0,1,5,7.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.649000,0 days 00:00:31.046000,0 days 00:00:21.169000,0 days 01:51:17.511000,0 days 01:51:48.557000,0 days 01:52:09.726000,6.9e-08,17.649,31.046,21.169,6677.511,6708.557,6729.726,6659.844,0.0,0.0,0.0
44,34.0,2.0,299.0,229.0,273.0,295.0,1,5,8.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.479000,0 days 00:00:31.156000,0 days 00:00:21.134000,0 days 01:52:27.205000,0 days 01:52:58.361000,0 days 01:53:19.495000,6.9e-08,17.479,31.156,21.134,6747.205,6778.361,6799.495,6729.708,0.0,0.0,0.0
44,35.0,2.0,296.0,225.0,274.0,294.0,0,5,9.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.557000,0 days 00:00:31.210000,0 days 00:00:21.194000,0 days 01:53:37.052000,0 days 01:54:08.262000,0 days 01:54:29.456000,6.9e-08,17.557,31.21,21.194,6817.052,6848.262,6869.456,6799.477,0.0,0.0,0.0
44,36.0,2.0,301.0,227.0,275.0,298.0,1,5,10.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.453000,0 days 00:00:30.941000,0 days 00:00:21.031000,0 days 01:54:46.909000,0 days 01:55:17.850000,0 days 01:55:38.881000,6.9e-08,17.453,30.941,21.031,6886.909,6917.85,6938.881,6869.438,0.0,0.0,0.0
44,37.0,2.0,296.0,226.0,275.0,295.0,0,5,11.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.494000,0 days 00:00:31.060000,0 days 00:00:21.111000,0 days 01:55:56.375000,0 days 01:56:27.435000,0 days 01:56:48.546000,6.9e-08,17.494,31.06,21.111,6956.375,6987.435,7008.546,6938.863,0.0,0.0,0.0
44,38.0,2.0,300.0,229.0,274.0,297.0,1,5,12.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.367000,0 days 00:00:30.841000,0 days 00:00:21.111000,0 days 01:57:05.913000,0 days 01:57:36.754000,0 days 01:57:57.865000,6.9e-08,17.367,30.841,21.111,7025.913,7056.754,7077.865,7008.528,0.0,0.0,0.0
44,39.0,2.0,296.0,225.0,274.0,295.0,0,5,13.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.576000,0 days 00:00:31.164000,0 days 00:00:21.315000,0 days 01:58:15.441000,0 days 01:58:46.605000,0 days 01:59:07.920000,7e-08,17.576,31.164,21.315,7095.441,7126.605,7147.92,7077.847,0.0,0.0,0.0
44,40.0,2.0,304.0,228.0,273.0,300.0,0,5,14.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.367000,0 days 00:00:31.087000,0 days 00:00:21.187000,0 days 01:59:25.287000,0 days 01:59:56.374000,0 days 02:00:17.561000,6.9e-08,17.367,31.087,21.187,7165.287,7196.374,7217.561,7147.902,0.0,0.0,0.0
44,41.0,2.0,297.0,224.0,275.0,295.0,0,5,15.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.530000,0 days 00:00:31.268000,0 days 00:00:21.308000,0 days 02:00:35.091000,0 days 02:01:06.359000,0 days 02:01:27.667000,7e-08,17.53,31.268,21.308,7235.091,7266.359,7287.667,7217.543,0.0,0.0,0.0
44,42.0,2.0,296.0,227.0,274.0,296.0,0,5,16.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.577000,0 days 00:00:31.210000,0 days 00:00:21.300000,0 days 02:01:45.244000,0 days 02:02:16.454000,0 days 02:02:37.754000,7e-08,17.577,31.21,21.3,7305.244,7336.454,7357.754,7287.649,0.0,0.0,0.0
44,43.0,2.0,302.0,228.0,274.0,300.0,0,5,17.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.447000,0 days 00:00:31.134000,0 days 00:00:21.342000,0 days 02:02:55.201000,0 days 02:03:26.335000,0 days 02:03:47.677000,6.9e-08,17.447,31.134,21.342,7375.201,7406.335,7427.677,7357.736,0.0,0.0,0.0
44,44.0,2.0,307.0,229.0,275.0,302.0,0,5,18.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.522000,0 days 00:00:31.228000,0 days 00:00:21.423000,0 days 02:04:05.199000,0 days 02:04:36.427000,0 days 02:04:57.850000,7e-08,17.522,31.228,21.423,7445.199,7476.427,7497.85,7427.659,0.0,0.0,0.0
44,45.0,2.0,306.0,223.0,274.0,294.0,0,5,19.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.511000,0 days 00:00:31.701000,0 days 00:00:21.398000,0 days 02:05:15.361000,0 days 02:05:47.062000,0 days 02:06:08.460000,7e-08,17.511,31.701,21.398,7515.361,7547.062,7568.46,7497.832,0.0,0.0,0.0
44,46.0,2.0,299.0,225.0,274.0,294.0,0,5,20.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.546000,0 days 00:00:31.357000,0 days 00:00:21.443000,0 days 02:06:26.006000,0 days 02:06:57.363000,0 days 02:07:18.806000,7e-08,17.546,31.357,21.443,7586.006,7617.363,7638.806,7568.442,0.0,0.0,0.0
44,47.0,2.0,300.0,227.0,269.0,296.0,0,5,21.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.563000,0 days 00:00:31.241000,0 days 00:00:21.478000,0 days 02:07:36.369000,0 days 02:08:07.610000,0 days 02:08:29.088000,7e-08,17.563,31.241,21.478,7656.369,7687.61,7709.088,7638.788,0.0,0.0,0.0
44,49.0,2.0,304.0,225.0,273.0,299.0,0,5,23.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.452000,0 days 00:00:31.485000,0 days 00:00:21.495000,0 days 02:09:58.317000,0 days 02:10:29.802000,0 days 02:10:51.297000,7e-08,17.452,31.485,21.495,7798.317,7829.802,7851.297,7780.847,0.0,0.0,0.0
44,50.0,2.0,299.0,225.0,0.0,295.0,0,5,24.0,1,10,1,3.0,0,2025,0 days 00:00:00.000000073,0 days 00:00:17.609000,0 days 00:00:31.426000,0 days 00:00:24.915000,0 days 02:11:08.906000,0 days 02:11:40.332000,0 days 02:12:05.247000,7.3e-08,17.609,31.426,24.915,7868.906,7900.332,7925.247,7851.279,7921.834,0.0,0.0
44,51.0,3.0,290.0,227.0,275.0,290.0,0,4,1.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000085,0 days 00:00:33.864000,0 days 00:00:30.906000,0 days 00:00:20.957000,0 days 02:12:39.111000,0 days 02:13:10.017000,0 days 02:13:30.974000,8.5e-08,33.864,30.906,20.957,7959.111,7990.017,8010.974,7925.229,0.0,7943.106,0.0
44,52.0,3.0,294.0,228.0,276.0,293.0,1,4,2.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.387000,0 days 00:00:30.773000,0 days 00:00:20.955000,0 days 02:13:48.361000,0 days 02:14:19.134000,0 days 02:14:40.089000,6.9e-08,17.387,30.773,20.955,8028.361,8059.134,8080.089,8010.956,0.0,0.0,0.0
44,53.0,3.0,298.0,231.0,276.0,296.0,1,4,3.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000068,0 days 00:00:17.311000,0 days 00:00:30.474000,0 days 00:00:20.843000,0 days 02:14:57.400000,0 days 02:15:27.874000,0 days 02:15:48.717000,6.8e-08,17.311,30.474,20.843,8097.4,8127.874,8148.717,8080.071,0.0,0.0,0.0
44,54.0,3.0,295.0,227.0,274.0,294.0,0,4,4.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000068,0 days 00:00:17.357000,0 days 00:00:30.682000,0 days 00:00:20.940000,0 days 02:16:06.074000,0 days 02:16:36.756000,0 days 02:16:57.696000,6.8e-08,17.357,30.682,20.94,8166.074,8196.756,8217.696,8148.699,0.0,0.0,0.0
44,55.0,3.0,298.0,229.0,276.0,299.0,0,4,5.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000068,0 days 00:00:17.343000,0 days 00:00:30.553000,0 days 00:00:20.861000,0 days 02:17:15.039000,0 days 02:17:45.592000,0 days 02:18:06.453000,6.8e-08,17.343,30.553,20.861,8235.039,8265.592,8286.453,8217.678,0.0,0.0,0.0
44,56.0,3.0,296.0,229.0,275.0,296.0,0,4,6.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000068,0 days 00:00:17.324000,0 days 00:00:30.645000,0 days 00:00:21.020000,0 days 02:18:23.777000,0 days 02:18:54.422000,0 days 02:19:15.442000,6.8e-08,17.324,30.645,21.02,8303.777,8334.422,8355.442,8286.435,0.0,0.0,0.0
44,57.0,3.0,303.0,230.0,276.0,301.0,0,4,7.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000068,0 days 00:00:17.341000,0 days 00:00:30.648000,0 days 00:00:20.949000,0 days 02:19:32.783000,0 days 02:20:03.431000,0 days 02:20:24.380000,6.8e-08,17.341,30.648,20.949,8372.783,8403.431,8424.38,8355.424,0.0,0.0,0.0
44,58.0,3.0,305.0,234.0,277.0,304.0,0,4,8.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000068,0 days 00:00:17.367000,0 days 00:00:30.495000,0 days 00:00:20.807000,0 days 02:20:41.747000,0 days 02:21:12.242000,0 days 02:21:33.049000,6.8e-08,17.367,30.495,20.807,8441.747,8472.242,8493.049,8424.362,0.0,0.0,0.0
44,59.0,3.0,0.0,230.0,277.0,298.0,0,4,9.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.471000,0 days 00:00:30.867000,0 days 00:00:20.972000,0 days 02:21:50.520000,0 days 02:22:21.387000,0 days 02:22:42.359000,6.9e-08,17.471,30.867,20.972,8510.52,8541.387,8562.359,8493.031,0.0,0.0,0.0
44,60.0,3.0,296.0,230.0,277.0,295.0,0,4,10.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.462000,0 days 00:00:30.878000,0 days 00:00:20.984000,0 days 02:22:59.821000,0 days 02:23:30.699000,0 days 02:23:51.683000,6.9e-08,17.462,30.878,20.984,8579.821,8610.699,8631.683,8562.341,0.0,0.0,0.0
44,61.0,3.0,298.0,227.0,276.0,295.0,0,4,11.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.435000,0 days 00:00:30.895000,0 days 00:00:20.936000,0 days 02:24:09.118000,0 days 02:24:40.013000,0 days 02:25:00.949000,6.9e-08,17.435,30.895,20.936,8649.118,8680.013,8700.949,8631.665,0.0,0.0,0.0
44,62.0,3.0,0.0,229.0,276.0,293.0,0,4,12.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.415000,0 days 00:00:30.901000,0 days 00:00:20.971000,0 days 02:25:18.364000,0 days 02:25:49.265000,0 days 02:26:10.236000,6.9e-08,17.415,30.901,20.971,8718.364,8749.265,8770.236,8700.931,0.0,0.0,0.0
44,63.0,3.0,297.0,227.0,277.0,295.0,0,4,13.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.453000,0 days 00:00:30.787000,0 days 00:00:21.002000,0 days 02:26:27.689000,0 days 02:26:58.476000,0 days 02:27:19.478000,6.9e-08,17.453,30.787,21.002,8787.689,8818.476,8839.478,8770.218,0.0,0.0,0.0
44,64.0,3.0,296.0,231.0,276.0,295.0,0,4,14.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.380000,0 days 00:00:30.679000,0 days 00:00:21.029000,0 days 02:27:36.858000,0 days 02:28:07.537000,0 days 02:28:28.566000,6.9e-08,17.38,30.679,21.029,8856.858,8887.537,8908.566,8839.46,0.0,0.0,0.0
44,65.0,3.0,300.0,228.0,276.0,293.0,0,4,15.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.547000,0 days 00:00:30.947000,0 days 00:00:20.953000,0 days 02:28:46.113000,0 days 02:29:17.060000,0 days 02:29:38.013000,6.9e-08,17.547,30.947,20.953,8926.113,8957.06,8978.013,8908.548,0.0,0.0,0.0
44,66.0,3.0,295.0,227.0,275.0,293.0,0,4,16.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.487000,0 days 00:00:30.831000,0 days 00:00:20.999000,0 days 02:29:55.500000,0 days 02:30:26.331000,0 days 02:30:47.330000,6.9e-08,17.487,30.831,20.999,8995.5,9026.331,9047.33,8977.995,0.0,0.0,0.0
44,67.0,3.0,297.0,230.0,275.0,295.0,0,4,17.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.502000,0 days 00:00:30.880000,0 days 00:00:21.133000,0 days 02:31:04.832000,0 days 02:31:35.712000,0 days 02:31:56.845000,6.9e-08,17.502,30.88,21.133,9064.832,9095.712,9116.845,9047.312,0.0,0.0,0.0
44,68.0,3.0,305.0,229.0,277.0,304.0,0,4,18.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.398000,0 days 00:00:30.947000,0 days 00:00:21.229000,0 days 02:32:14.243000,0 days 02:32:45.190000,0 days 02:33:06.419000,6.9e-08,17.398,30.947,21.229,9134.243,9165.19,9186.419,9116.827,0.0,0.0,0.0
44,69.0,3.0,300.0,231.0,276.0,299.0,0,4,19.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.394000,0 days 00:00:30.831000,0 days 00:00:21.085000,0 days 02:33:23.813000,0 days 02:33:54.644000,0 days 02:34:15.729000,6.9e-08,17.394,30.831,21.085,9203.813,9234.644,9255.729,9186.401,0.0,0.0,0.0
44,70.0,3.0,301.0,225.0,252.0,300.0,0,4,20.0,1,10,1,4.0,0,2025,0 days 00:00:00.000000069,0 days 00:00:17.310000,0 days 00:00:30.849000,0 days 00:00:21.394000,0 days 02:34:33.039000,0 days 02:35:03.888000,0 days 02:35:25.282000,6.9e-08,17.31,30.849,21.394,9273.039,9303.888,9325.282,9255.711,0.0,0.0,0.0
63,1.0,1.0,302.0,225.0,207.0,293.0,0,4,1.0,1,9,124,8.0,0,2025,0 days 00:00:00.000000097,0 days 00:00:00,0 days 00:00:32.252000,0 days 00:00:44.094000,0 days 00:00:00,0 days 01:12:02.356000,0 days 01:12:46.312000,9.7e-08,0.0,32.252,44.094,0.0,4322.356,4366.312,4268.287,0.0,0.0,0.0
63,2.0,1.0,102.0,141.0,178.0,193.0,1,4,2.0,1,9,4,5.0,0,2025,0 days 00:00:00.000000111,0 days 00:00:23.139000,0 days 00:00:53.535000,0 days 00:00:34.659000,0 days 01:13:09.395000,0 days 01:14:02.930000,0 days 01:14:37.589000,1.11e-07,23.139,53.535,34.659,4389.395,4442.93,4477.589,4366.238,0.0,0.0,0.0
63,3.0,1.0,155.0,144.0,273.0,123.0,1,4,3.0,1,9,41,5.0,0,2025,0 days 00:00:00.000000109,0 days 00:00:25.149000,0 days 00:00:50.985000,0 days 00:00:33.020000,0 days 01:15:02.738000,0 days 01:15:53.723000,0 days 01:16:26.743000,1.09e-07,25.149,50.985,33.02,4502.738,4553.723,4586.743,4477.571,0.0,0.0,0.0
63,4.0,1.0,306.0,234.0,274.0,302.0,1,4,4.0,1,9,1,5.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.753000,0 days 00:00:32.024000,0 days 00:00:21.894000,0 days 01:16:44.496000,0 days 01:17:16.520000,0 days 01:17:38.414000,7.1e-08,17.753,32.024,21.894,4604.496,4636.52,4658.414,4586.725,0.0,0.0,0.0
63,5.0,1.0,312.0,222.0,278.0,300.0,1,4,5.0,1,9,1,5.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.392000,0 days 00:00:31.844000,0 days 00:00:21.717000,0 days 01:17:55.806000,0 days 01:18:27.650000,0 days 01:18:49.367000,7e-08,17.392,31.844,21.717,4675.806,4707.65,4729.367,4658.396,0.0,0.0,0.0
63,6.0,1.0,311.0,222.0,274.0,300.0,1,4,6.0,1,9,1,5.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.210000,0 days 00:00:31.803000,0 days 00:00:21.581000,0 days 01:19:06.577000,0 days 01:19:38.380000,0 days 01:19:59.961000,7e-08,17.21,31.803,21.581,4746.577,4778.38,4799.961,4729.349,0.0,0.0,0.0
63,7.0,1.0,297.0,226.0,271.0,294.0,0,4,7.0,1,9,1,5.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.613000,0 days 00:00:31.566000,0 days 00:00:21.560000,0 days 01:20:17.574000,0 days 01:20:49.140000,0 days 01:21:10.700000,7e-08,17.613,31.566,21.56,4817.574,4849.14,4870.7,4799.943,0.0,0.0,0.0
63,8.0,1.0,299.0,228.0,272.0,296.0,1,4,8.0,1,9,1,5.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.587000,0 days 00:00:31.494000,0 days 00:00:21.493000,0 days 01:21:28.287000,0 days 01:21:59.781000,0 days 01:22:21.274000,7e-08,17.587,31.494,21.493,4888.287,4919.781,4941.274,4870.682,0.0,0.0,0.0
63,9.0,1.0,0.0,226.0,272.0,295.0,0,4,9.0,1,9,1,5.0,0,2025,0 days 00:00:00.000000070,0 days 00:00:17.756000,0 days 00:00:31.688000,0 days 00:00:21.487000,0 days 01:22:39.030000,0 days 01:23:10.718000,0 days 01:23:32.205000,7e-08,17.756,31.688,21.487,4959.03,4990.718,5012.205,4941.256,0.0,0.0,0.0
63,10.0,1.0,297.0,227.0,271.0,296.0,0,4,10.0,1,9,1,5.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.844000,0 days 00:00:31.695000,0 days 00:00:21.621000,0 days 01:23:50.049000,0 days 01:24:21.744000,0 days 01:24:43.365000,7.1e-08,17.844,31.695,21.621,5030.049,5061.744,5083.365,5012.187,0.0,0.0,0.0
63,11.0,1.0,0.0,225.0,272.0,296.0,0,4,11.0,1,9,1,5.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.835000,0 days 00:00:31.905000,0 days 00:00:21.725000,0 days 01:25:01.200000,0 days 01:25:33.105000,0 days 01:25:54.830000,7.1e-08,17.835,31.905,21.725,5101.2,5133.105,5154.83,5083.347,0.0,0.0,0.0
63,12.0,1.0,0.0,228.0,272.0,294.0,0,4,12.0,1,9,1,5.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.862000,0 days 00:00:31.711000,0 days 00:00:21.659000,0 days 01:26:12.692000,0 days 01:26:44.403000,0 days 01:27:06.062000,7.1e-08,17.862,31.711,21.659,5172.692,5204.403,5226.062,5154.812,0.0,0.0,0.0
63,13.0,1.0,293.0,223.0,271.0,299.0,0,4,13.0,1,9,1,5.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.742000,0 days 00:00:31.893000,0 days 00:00:21.794000,0 days 01:27:23.804000,0 days 01:27:55.697000,0 days 01:28:17.491000,7.1e-08,17.742,31.893,21.794,5243.804,5275.697,5297.491,5226.044,0.0,0.0,0.0
63,14.0,1.0,298.0,224.0,270.0,297.0,0,4,14.0,1,9,1,5.0,0,2025,0 days 00:00:00.000000071,0 days 00:00:17.932000,0 days 00:00:31.975000,0 days 00:00:21.942000,0 days 01:28:35.423000,0 days 01:29:07.398000,0 days 01:29:29.340000,7.1e-08,17.932,31.975,21.942,5315.423,5347.398,5369.34,5297.473,0.0,0.0,0.0
